ID,Oil_Type,Surfactant_Type,Required_HLB,Oil_MW,Surf_HLB,Surf_MW,Smix_Ratio,System_HLB,PDI,Stability_Target
NE_1425,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.331,0
NE_1426,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.176,0
NE_1427,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.279,0
NE_1428,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.119,0
NE_1429,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.282,0
NE_1430,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.112,0
NE_1431,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.19,0
NE_1432,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.258,0
NE_1433,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.298,1
NE_1434,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.18,1
NE_1435,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.386,0
NE_1436,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.324,0
NE_1437,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,3,12.5,0.428,0
NE_1438,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.291,0
NE_1439,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.283,0
NE_1440,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.122,0
NE_1441,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.3,0
NE_1442,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.251,0
NE_1443,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.293,0
NE_1444,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,3,13.77,0.265,1
NE_1445,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.39,0
NE_1446,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.25,1
NE_1447,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.122,0
NE_1448,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.235,1
NE_1449,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.352,0
NE_1450,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.182,0
NE_1451,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.342,0
NE_1452,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,2,9.67,0.393,0
NE_1453,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.149,0
NE_1454,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.437,0
NE_1455,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.12,0
NE_1456,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.133,0
NE_1457,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.37,0
NE_1458,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.102,1
NE_1459,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.291,0
NE_1460,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,2,10.67,0.296,0
NE_1461,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.287,1
NE_1462,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.126,0
NE_1463,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.419,0
NE_1464,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.357,0
NE_1465,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.295,0
NE_1466,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.235,1
NE_1467,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.249,0
NE_1468,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,3,12.5,0.22,0
NE_1469,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.193,0
NE_1470,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,2,9.67,0.241,1
NE_1471,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,2,12.8,0.111,1
NE_1472,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.371,0
NE_1473,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.433,0
NE_1474,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.233,0
NE_1475,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,2,12.8,0.219,1
NE_1476,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.33,0
NE_1477,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.378,0
NE_1478,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.378,0
NE_1479,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,2,9.67,0.284,0
NE_1480,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,2,9.67,0.401,0
NE_1481,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.247,0
NE_1482,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,2,12.8,0.125,1
NE_1483,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.376,0
NE_1484,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,3,13.77,0.351,0
NE_1485,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.251,1
NE_1486,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.289,0
NE_1487,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.322,0
NE_1488,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.149,1
NE_1489,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.368,0
NE_1490,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.301,0
NE_1491,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.436,0
NE_1492,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.354,0
NE_1493,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.111,1
NE_1494,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.326,0
NE_1495,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.135,0
NE_1496,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.411,0
NE_1497,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.149,0
NE_1498,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.341,0
NE_1499,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.129,0
NE_1500,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,2,12.8,0.341,0
